from,to
TPV-0000289,PROP-007
TPV-0000290,PROP-007
TPV-0000291,PROP-010
TPV-0000292,PROP-013
TPV-0000293,PROP-003
TPV-0000294,PROP-012
TPV-0000295,PROP-008
TPV-0000296,PROP-010
TPV-0000297,PROP-004
TPV-0000298,PROP-012
TPV-0000299,PROP-002
TPV-0000300,PROP-005
TPV-0000301,PROP-009
TPV-0000302,PROP-004
TPV-0000303,PROP-008
TPV-0000304,PROP-005
TPV-0000305,PROP-008
TPV-0000306,PROP-007
TPV-0000307,PROP-008
TPV-0000308,PROP-011
TPV-0000309,PROP-005
TPV-0000310,PROP-010
TPV-0000311,PROP-010
TPV-0000312,PROP-001
TPV-0000313,PROP-002
TPV-0000314,PROP-005
TPV-0000315,PROP-012
TPV-0000316,PROP-003
TPV-0000317,PROP-009
TPV-0000318,PROP-010
TPV-0000319,PROP-006
TPV-0000320,PROP-001
TPV-0000321,PROP-012
TPV-0000322,PROP-002
TPV-0000323,PROP-012
TPV-0000324,PROP-012
TPV-0000325,PROP-004
TPV-0000326,PROP-010
TPV-0000327,PROP-009
TPV-0000328,PROP-001
TPV-0000329,PROP-005
TPV-0000330,PROP-008
TPV-0000331,PROP-004
TPV-0000332,PROP-001
TPV-0000333,PROP-004
TPV-0000334,PROP-008
TPV-0000335,PROP-011
TPV-0000336,PROP-006
TPV-0000337,PROP-002
TPV-0000338,PROP-008
TPV-0000339,PROP-013
TPV-0000340,PROP-013
TPV-0000341,PROP-002
TPV-0000342,PROP-004
TPV-0000343,PROP-003
TPV-0000344,PROP-009
TPV-0000345,PROP-013
TPV-0000346,PROP-006
TPV-0000347,PROP-008
TPV-0000348,PROP-004
TPV-0000349,PROP-012
TPV-0000350,PROP-013
TPV-0000351,PROP-004
TPV-0000352,PROP-009
TPV-0000353,PROP-001
TPV-0000354,PROP-012
TPV-0000355,PROP-013
TPV-0000356,PROP-007
TPV-0000357,PROP-013
TPV-0000358,PROP-006
TPV-0000359,PROP-010
TPV-0000360,PROP-002
TPV-0000361,PROP-006
TPV-0000362,PROP-011
TPV-0000363,PROP-012
TPV-0000364,PROP-007
TPV-0000365,PROP-008
TPV-0000366,PROP-007
TPV-0000367,PROP-008
TPV-0000368,PROP-009
TPV-0000369,PROP-009
TPV-0000370,PROP-013
TPV-0000371,PROP-010
TPV-0000372,PROP-005
TPV-0000373,PROP-004
TPV-0000374,PROP-007
TPV-0000375,PROP-005
TPV-0000376,PROP-008
TPV-0000377,PROP-013
TPV-0000378,PROP-007
TPV-0000379,PROP-005
TPV-0000380,PROP-001
TPV-0000381,PROP-011
TPV-0000382,PROP-005
TPV-0000383,PROP-010
TPV-0000384,PROP-005
TPV-0000385,PROP-012
TPV-0000386,PROP-006
TPV-0000387,PROP-001
TPV-0000388,PROP-005
TPV-0000389,PROP-010
TPV-0000390,PROP-012
TPV-0000391,PROP-009
TPV-0000392,PROP-001
TPV-0000393,PROP-013
TPV-0000394,PROP-010
TPV-0000395,PROP-007
TPV-0000396,PROP-004
TPV-0000397,PROP-006
TPV-0000398,PROP-013
TPV-0000399,PROP-001
TPV-0000400,PROP-012
TPV-0000401,PROP-005
TPV-0000402,PROP-010
TPV-0000403,PROP-003
TPV-0000404,PROP-007
TPV-0000405,PROP-001
TPV-0000406,PROP-011
TPV-0000407,PROP-005
TPV-0000408,PROP-009
TPV-0000409,PROP-007
TPV-0000410,PROP-009
TPV-0000411,PROP-011
TPV-0000412,PROP-010
TPV-0000413,PROP-006
TPV-0000414,PROP-012
TPV-0000415,PROP-005
TPV-0000416,PROP-013
TPV-0000417,PROP-008
TPV-0000418,PROP-003
TPV-0000419,PROP-006
TPV-0000420,PROP-005
TPV-0000421,PROP-009
TPV-0000422,PROP-002
TPV-0000423,PROP-006
TPV-0000424,PROP-007
TPV-0000425,PROP-002
TPV-0000426,PROP-006
TPV-0000427,PROP-008
TPV-0000428,PROP-005
TPV-0000429,PROP-006
TPV-0000430,PROP-005
TPV-0000431,PROP-013
TPV-0000432,PROP-012
TPV-0000433,PROP-004
TPV-0000434,PROP-006
TPV-0000435,PROP-003
TPV-0000436,PROP-008
TPV-0000437,PROP-007
TPV-0000438,PROP-004
TPV-0000439,PROP-012
TPV-0000440,PROP-010
TPV-0000441,PROP-004
TPV-0000442,PROP-012
TPV-0000443,PROP-011
TPV-0000444,PROP-010
TPV-0000445,PROP-012
TPV-0000446,PROP-008
TPV-0000447,PROP-012
TPV-0000448,PROP-001
TPV-0000449,PROP-005
TPV-0000450,PROP-007
TPV-0000451,PROP-009
TPV-0000452,PROP-011
TPV-0000453,PROP-002
TPV-0000454,PROP-007
TPV-0000455,PROP-004
TPV-0000456,PROP-002
TPV-0000457,PROP-003
TPV-0000458,PROP-002
TPV-0000459,PROP-005
TPV-0000460,PROP-010
TPV-0000461,PROP-013
TPV-0000462,PROP-011
TPV-0000463,PROP-003
TPV-0000464,PROP-006
TPV-0000465,PROP-013
TPV-0000466,PROP-008
TPV-0000467,PROP-011
TPV-0000468,PROP-007
TPV-0000469,PROP-009
TPV-0000470,PROP-011
TPV-0000471,PROP-004
TPV-0000472,PROP-003
TPV-0000473,PROP-010
TPV-0000474,PROP-008
TPV-0000475,PROP-009
TPV-0000476,PROP-003
TPV-0000477,PROP-007
TPV-0000478,PROP-004
TPV-0000479,PROP-012
TPV-0000480,PROP-001
TPV-0000481,PROP-007
TPV-0000482,PROP-013
TPV-0000483,PROP-012
TPV-0000484,PROP-007
TPV-0000485,PROP-005
TPV-0000486,PROP-009
TPV-0000487,PROP-001
TPV-0000488,PROP-009
TPV-0000489,PROP-010
TPV-0000490,PROP-003
TPV-0000491,PROP-010
TPV-0000492,PROP-013
TPV-0000493,PROP-013
TPV-0000494,PROP-011
TPV-0000495,PROP-007
TPV-0000496,PROP-005
TPV-0000497,PROP-003
TPV-0000498,PROP-008
TPV-0000499,PROP-009
TPV-0000500,PROP-004
TPV-0000501,PROP-011
TPV-0000502,PROP-007
TPV-0000503,PROP-005
TPV-0000504,PROP-013
TPV-0000505,PROP-005
TPV-0000506,PROP-009
TPV-0000507,PROP-004
TPV-0000508,PROP-005
TPV-0000509,PROP-001
TPV-0000510,PROP-004
TPV-0000511,PROP-013
TPV-0000512,PROP-002
TPV-0000513,PROP-009
TPV-0000514,PROP-007
TPV-0000515,PROP-001
TPV-0000516,PROP-009
TPV-0000517,PROP-008
TPV-0000518,PROP-005
TPV-0000519,PROP-004
TPV-0000520,PROP-013
TPV-0000521,PROP-003
TPV-0000522,PROP-010
TPV-0000523,PROP-012
TPV-0000524,PROP-001
TPV-0000525,PROP-013
TPV-0000526,PROP-006
TPV-0000527,PROP-008
TPV-0000528,PROP-004
TPV-0000529,PROP-005
TPV-0000530,PROP-003
TPV-0000531,PROP-010
TPV-0000532,PROP-005
TPV-0000533,PROP-011
TPV-0000534,PROP-010
TPV-0000535,PROP-007
TPV-0000536,PROP-003
TPV-0000537,PROP-003
TPV-0000538,PROP-012
TPV-0000539,PROP-005
TPV-0000540,PROP-013
TPV-0000541,PROP-010
TPV-0000542,PROP-004
TPV-0000543,PROP-008
TPV-0000544,PROP-013
TPV-0000545,PROP-011
TPV-0000546,PROP-004
TPV-0000547,PROP-002
TPV-0000548,PROP-005
TPV-0000549,PROP-004
TPV-0000550,PROP-012
TPV-0000551,PROP-003
TPV-0000552,PROP-008
TPV-0000553,PROP-011
TPV-0000554,PROP-012
TPV-0000555,PROP-013
TPV-0000556,PROP-009
TPV-0000557,PROP-001
TPV-0000558,PROP-007
TPV-0000559,PROP-004
TPV-0000560,PROP-012
TPV-0000561,PROP-013
TPV-0000562,PROP-007
TPV-0000563,PROP-012
TPV-0000564,PROP-008
TPV-0000565,PROP-010
TPV-0000566,PROP-002
TPV-0000567,PROP-011
TPV-0000568,PROP-001
TPV-0000569,PROP-009
TPV-0000570,PROP-010
TPV-0000571,PROP-003
TPV-0000572,PROP-011
TPV-0000573,PROP-001
TPV-0000574,PROP-012
TPV-0000575,PROP-005
TPV-0000576,PROP-008
TPV-0000577,PROP-010
TPV-0000578,PROP-013
TPV-0000579,PROP-005
TPV-0000580,PROP-007
TPV-0000581,PROP-001
TPV-0000582,PROP-011
TPV-0000583,PROP-003
TPV-0000584,PROP-006
TPV-0000585,PROP-011
TPV-0000586,PROP-010
TPV-0000587,PROP-005
TPV-0000588,PROP-011
TPV-0000589,PROP-009
TPV-0000590,PROP-002
TPV-0000591,PROP-011
TPV-0000592,PROP-005
TPV-0000593,PROP-010
TPV-0000594,PROP-007
TPV-0000595,PROP-009
TPV-0000596,PROP-011
TPV-0000597,PROP-010
TPV-0000598,PROP-002
TPV-0000599,PROP-006
TPV-0000600,PROP-008
TPV-0000601,PROP-004
TPV-0000602,PROP-009
TPV-0000603,PROP-002
TPV-0000604,PROP-012
TPV-0000605,PROP-013
TPV-0000606,PROP-009
TPV-0000607,PROP-011
TPV-0000608,PROP-003
TPV-0000609,PROP-007
TPV-0000610,PROP-013
TPV-0000611,PROP-003
TPV-0000612,PROP-012
TPV-0000613,PROP-007
TPV-0000614,PROP-003
TPV-0000615,PROP-001
TPV-0000616,PROP-013
TPV-0000617,PROP-005
TPV-0000618,PROP-008
TPV-0000619,PROP-011
TPV-0000620,PROP-013
TPV-0000621,PROP-005
TPV-0000622,PROP-006
TPV-0000623,PROP-008
TPV-0000624,PROP-001
TPV-0000625,PROP-010
TPV-0000626,PROP-004
TPV-0000627,PROP-011
TPV-0000628,PROP-008
TPV-0000629,PROP-007
TPV-0000630,PROP-013
TPV-0000631,PROP-008
TPV-0000632,PROP-010
TPV-0000633,PROP-011
TPV-0000634,PROP-009
TPV-0000635,PROP-011
TPV-0000636,PROP-004
TPV-0000637,PROP-006
TPV-0000638,PROP-010
TPV-0000639,PROP-001
TPV-0000640,PROP-011
TPV-0000641,PROP-010
TPV-0000642,PROP-009
TPV-0000643,PROP-001
TPV-0000644,PROP-013
TPV-0000645,PROP-003
TPV-0000646,PROP-008
TPV-0000647,PROP-009
TPV-0000648,PROP-013
TPV-0000649,PROP-006
TPV-0000650,PROP-007
TPV-0000651,PROP-008
TPV-0000652,PROP-010
TPV-0000653,PROP-004
TPV-0000654,PROP-007
TPV-0000655,PROP-012
TPV-0000656,PROP-013
TPV-0000657,PROP-009
TPV-0000658,PROP-006
TPV-0000659,PROP-003
TPV-0000660,PROP-003
TPV-0000661,PROP-012
TPV-0000662,PROP-005
TPV-0000663,PROP-004
TPV-0000664,PROP-009
TPV-0000665,PROP-003
TPV-0000666,PROP-013
TPV-0000667,PROP-001
TPV-0000668,PROP-010
TPV-0000669,PROP-013
TPV-0000670,PROP-005
TPV-0000671,PROP-001
TPV-0000672,PROP-004
TPV-0000673,PROP-002
TPV-0000674,PROP-006
TPV-0000675,PROP-002
TPV-0000676,PROP-012
TPV-0000677,PROP-004
TPV-0000678,PROP-005
TPV-0000679,PROP-009
TPV-0000680,PROP-003
TPV-0000681,PROP-007
TPV-0000682,PROP-009
TPV-0000683,PROP-005
TPV-0000684,PROP-004
TPV-0000685,PROP-002
TPV-0000686,PROP-001
TPV-0000687,PROP-007
TPV-0000688,PROP-001
TPV-0000689,PROP-012
TPV-0000690,PROP-006
TPV-0000691,PROP-005
TPV-0000692,PROP-013
TPV-0000693,PROP-006
TPV-0000694,PROP-001
TPV-0000695,PROP-009
TPV-0000696,PROP-010
TPV-0000697,PROP-012
TPV-0000698,PROP-002
TPV-0000699,PROP-001
TPV-0000700,PROP-005
TPV-0000701,PROP-004
TPV-0000702,PROP-005
TPV-0000703,PROP-011
TPV-0000704,PROP-008
TPV-0000705,PROP-001
TPV-0000706,PROP-009
TPV-0000707,PROP-012
TPV-0000708,PROP-010
TPV-0000709,PROP-011
TPV-0000710,PROP-006
TPV-0000711,PROP-001
TPV-0000712,PROP-008
TPV-0000713,PROP-012
TPV-0000714,PROP-005
TPV-0000715,PROP-005
TPV-0000716,PROP-012
TPV-0000717,PROP-007
TPV-0000718,PROP-004
TPV-0000719,PROP-009
TPV-0000720,PROP-012
TPV-0000721,PROP-008
TPV-0000722,PROP-007
TPV-0000723,PROP-003
TPV-0000724,PROP-012
TPV-0000725,PROP-005
TPV-0000726,PROP-007
TPV-0000727,PROP-012
TPV-0000728,PROP-004
TPV-0000729,PROP-013
TPV-0000730,PROP-005
TPV-0000731,PROP-004
TPV-0000732,PROP-002
TPV-0000733,PROP-013
TPV-0000734,PROP-007
TPV-0000735,PROP-002
TPV-0000736,PROP-004
TPV-0000737,PROP-012
TPV-0000738,PROP-010
TPV-0000739,PROP-005
TPV-0000740,PROP-007
TPV-0000741,PROP-007
TPV-0000742,PROP-005
TPV-0000743,PROP-011
TPV-0000744,PROP-012
TPV-0000745,PROP-010
TPV-0000746,PROP-013
TPV-0000747,PROP-008
TPV-0000748,PROP-003
TPV-0000749,PROP-010
TPV-0000750,PROP-011
TPV-0000751,PROP-012
TPV-0000752,PROP-002
TPV-0000753,PROP-007
TPV-0000754,PROP-009
TPV-0000755,PROP-003
TPV-0000756,PROP-013
TPV-0000757,PROP-005
TPV-0000758,PROP-007
TPV-0000759,PROP-012
TPV-0000760,PROP-013
TPV-0000761,PROP-002
TPV-0000762,PROP-007
TPV-0000763,PROP-008
TPV-0000764,PROP-009
TPV-0000765,PROP-004
TPV-0000766,PROP-013
TPV-0000767,PROP-001
TPV-0000768,PROP-006
TPV-0000769,PROP-007
TPV-0000770,PROP-009
TPV-0000771,PROP-004
TPV-0000772,PROP-004
TPV-0000773,PROP-008
TPV-0000774,PROP-007
TPV-0000775,PROP-009
TPV-0000776,PROP-003
TPV-0000777,PROP-001
TPV-0000778,PROP-013
TPV-0000779,PROP-001
TPV-0000780,PROP-003
TPV-0000781,PROP-010
TPV-0000782,PROP-006
TPV-0000783,PROP-008
TPV-0000784,PROP-013
TPV-0000785,PROP-010
TPV-0000786,PROP-012
TPV-0000787,PROP-003
TPV-0000788,PROP-011
TPV-0000789,PROP-001
TPV-0000790,PROP-004
TPV-0000791,PROP-003
TPV-0000792,PROP-009
TPV-0000793,PROP-012
TPV-0000794,PROP-009
TPV-0000795,PROP-010
TPV-0000796,PROP-002
TPV-0000797,PROP-006
TPV-0000798,PROP-012
TPV-0000799,PROP-010
TPV-0000800,PROP-006
TPV-0000801,PROP-009
TPV-0000802,PROP-008
TPV-0000803,PROP-007
TPV-0000804,PROP-006
TPV-0000805,PROP-008
TPV-0000806,PROP-001
TPV-0000807,PROP-011
TPV-0000808,PROP-009
TPV-0000809,PROP-013
TPV-0000810,PROP-004
TPV-0000811,PROP-001
TPV-0000812,PROP-008
TPV-0000813,PROP-007
TPV-0000814,PROP-002
TPV-0000815,PROP-013
TPV-0000816,PROP-005
TPV-0000817,PROP-001
TPV-0000818,PROP-004
TPV-0000819,PROP-009
TPV-0000820,PROP-001
TPV-0000821,PROP-007
TPV-0000822,PROP-003
TPV-0000823,PROP-011
TPV-0000824,PROP-012
TPV-0000825,PROP-013
TPV-0000826,PROP-004
TPV-0000827,PROP-011
TPV-0000828,PROP-001
TPV-0000829,PROP-012
TPV-0000830,PROP-010
TPV-0000831,PROP-005
TPV-0000832,PROP-012
TPV-0000833,PROP-011
TPV-0000834,PROP-011
TPV-0000835,PROP-008
TPV-0000836,PROP-005
TPV-0000837,PROP-010
TPV-0000838,PROP-009
TPV-0000839,PROP-001
TPV-0000840,PROP-001
TPV-0000841,PROP-007
TPV-0000842,PROP-006
TPV-0000843,PROP-011
TPV-0000844,PROP-002
TPV-0000845,PROP-008
TPV-0000846,PROP-010
TPV-0000847,PROP-009
TPV-0000848,PROP-006
TPV-0000849,PROP-002
TPV-0000850,PROP-007
TPV-0000851,PROP-009
TPV-0000852,PROP-010
TPV-0000853,PROP-007
TPV-0000854,PROP-012
TPV-0000855,PROP-001
TPV-0000856,PROP-013
TPV-0000857,PROP-010
TPV-0000858,PROP-011
TPV-0000859,PROP-006
TPV-0000860,PROP-008
TPV-0000861,PROP-003
TPV-0000862,PROP-001
TPV-0000863,PROP-010
TPV-0000864,PROP-007
TPV-0000865,PROP-001
TPV-0000866,PROP-011
TPV-0000867,PROP-008
TPV-0000868,PROP-001
TPV-0000869,PROP-009
TPV-0000870,PROP-013
TPV-0000871,PROP-001
TPV-0000872,PROP-005
TPV-0000873,PROP-010
TPV-0000874,PROP-010
TPV-0000875,PROP-007
TPV-0000876,PROP-011
TPV-0000877,PROP-003
TPV-0000878,PROP-005
TPV-0000879,PROP-001
TPV-0000880,PROP-010
TPV-0000881,PROP-004
TPV-0000882,PROP-008
TPV-0000883,PROP-001
TPV-0000884,PROP-004
TPV-0000885,PROP-001
TPV-0000886,PROP-012
TPV-0000887,PROP-010
TPV-0000888,PROP-011
TPV-0000889,PROP-006
TPV-0000890,PROP-004
TPV-0000891,PROP-009
TPV-0000892,PROP-010
TPV-0000893,PROP-001
TPV-0000894,PROP-011
TPV-0000895,PROP-012
TPV-0000896,PROP-005
TPV-0000897,PROP-001
TPV-0000898,PROP-008
TPV-0000899,PROP-001
TPV-0000900,PROP-005
TPV-0000901,PROP-001
TPV-0000902,PROP-010
TPV-0000903,PROP-013
TPV-0000904,PROP-012
TPV-0000905,PROP-007
TPV-0000906,PROP-009
TPV-0000907,PROP-004
TPV-0000908,PROP-001
TPV-0000909,PROP-007
TPV-0000910,PROP-012
TPV-0000911,PROP-013
TPV-0000912,PROP-004
TPV-0000913,PROP-006
TPV-0000914,PROP-002
TPV-0000915,PROP-004
TPV-0000916,PROP-001
TPV-0000917,PROP-007
TPV-0000918,PROP-012
TPV-0000919,PROP-002
TPV-0000920,PROP-002
TPV-0000921,PROP-005
TPV-0000922,PROP-003
TPV-0000923,PROP-005
TPV-0000924,PROP-008
TPV-0000925,PROP-004
TPV-0000926,PROP-006
TPV-0000927,PROP-006
TPV-0000928,PROP-010
TPV-0000929,PROP-010
TPV-0000930,PROP-006
TPV-0000931,PROP-003
TPV-0000932,PROP-008
TPV-0000933,PROP-002
TPV-0000934,PROP-013
TPV-0000935,PROP-009
TPV-0000936,PROP-003
TPV-0000937,PROP-010
TPV-0000938,PROP-009
TPV-0000939,PROP-011
TPV-0000940,PROP-002
TPV-0000941,PROP-011
TPV-0000942,PROP-012
TPV-0000943,PROP-008
TPV-0000944,PROP-007
TPV-0000945,PROP-011
TPV-0000946,PROP-004
TPV-0000947,PROP-003
TPV-0000948,PROP-012
TPV-0000949,PROP-006
TPV-0000950,PROP-009
TPV-0000951,PROP-005
TPV-0000952,PROP-004
TPV-0000953,PROP-008
TPV-0000954,PROP-004
TPV-0000955,PROP-006
TPV-0000956,PROP-008
TPV-0000957,PROP-001
TPV-0000958,PROP-002
TPV-0000959,PROP-007
TPV-0000960,PROP-007
TPV-0000961,PROP-001
TPV-0000962,PROP-013
TPV-0000963,PROP-002
TPV-0000964,PROP-004
TPV-0000965,PROP-003
TPV-0000966,PROP-012
TPV-0000967,PROP-010
TPV-0000968,PROP-013
TPV-0000969,PROP-003
TPV-0000970,PROP-005
TPV-0000971,PROP-003
TPV-0000972,PROP-002
TPV-0000973,PROP-001
TPV-0000974,PROP-008
TPV-0000975,PROP-013
TPV-0000976,PROP-005
TPV-0000977,PROP-009
TPV-0000978,PROP-012
TPV-0000979,PROP-004
TPV-0000980,PROP-010
TPV-0000981,PROP-009
TPV-0000982,PROP-005
TPV-0000983,PROP-004
TPV-0000984,PROP-006
TPV-0000985,PROP-006
TPV-0000986,PROP-013
TPV-0000987,PROP-002
TPV-0000988,PROP-009
TPV-0000989,PROP-003
TPV-0000990,PROP-008
TPV-0000991,PROP-002
TPV-0000992,PROP-003
TPV-0000993,PROP-012
TPV-0000994,PROP-012
TPV-0000995,PROP-011
TPV-0000996,PROP-009
TPV-0000997,PROP-008
TPV-0000998,PROP-001
TPV-0000999,PROP-002
